"","DAY","MONTH","YEAR","HOUR","MINUTE","Date","Time","LATITUDE.x","LONGITUDE.x","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","LATITUDE.y","LONGITUDE.y","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","diffLat","diffLong"
"699","22","12","1983","4","11","12/22/1983","4:11:29",11.866,-13.529,"Earthquake",11.3,2.1,NA,6.3,"MW",NA,NA,NA,NA,NA,1,"USP00020Q5","US","US","NC","Reviewed",5011,"",29.2,11,6.2,NA,6.2,6.4,NA,NA,NA,9,"GUINEA","","GUINEA:  GAOUAL-KOUMBIA",11.866,-13.529,10,443,3,200,3,1436,4,8,3,4000,4,NA,NA,443,3,200,3,1436,4,8,3,4000,4,NA,NA,0,0
"700","22","12","1990","17","27","12/22/1990","17:27:55",9.869,-84.302,"Earthquake",17.3,3,NA,6,"MW",NA,NA,NA,NA,NA,0.9,"USP0004JKQ","US","US","HRV","Reviewed",5271,"",54.8,17,5.7,NA,5.7,5.3,NA,NA,NA,8,"COSTA RICA","","COSTA RICA:  ALAJUELA, SANTIAGO DE PURISCAL",9.869,-84.302,100,2,1,NA,NA,350,3,19.5,3,NA,NA,NA,NA,2,1,NA,NA,350,3,19.5,3,NA,NA,NA,NA,0,0
"701","22","12","1991","8","43","12/22/1991","8:43:13",45.533,151.021,"Earthquake",24.7,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,0.9,"USP00050SQ","US","US","HRV","Reviewed",6482,"Tsu",13.4,24,7.6,7.6,7.4,6.3,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KAMCHATKA, KURIL ISLANDS",45.533,151.021,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"702","22","12","1999","17","36","12/22/1999","17:36:56",35.321,-1.281,"Earthquake",10,NA,NA,5.6,"MWC",NA,NA,NA,NA,NA,1.19,"USP0009K5J","US","US","HRV","Reviewed",5550,"",56.2,10,5.6,5.6,5.5,5.4,NA,NA,NA,7,"ALGERIA","","ALGERIA:  NORTHERN:  AIN TEMOUCHENT",35.321,-1.281,15,24,1,NA,NA,175,3,60.929,4,NA,3,NA,3,24,1,NA,NA,175,3,60.929,4,3000,4,NA,NA,0,0
"703","22","12","2003","19","15","12/22/2003","19:15:56",35.7005,-121.1005,"Earthquake",8.382,0.6,65,6.5,"MW",NA,4,71,0.04685,0.16,0.07,"NC21323712","NC","NC","NC","Reviewed",5749,"",56,8,6.6,6.6,6.4,6.1,NA,NA,NA,8,"USA","CA","CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,150,2,1,NA,NA,40,1,300,4,40,1,NA,NA,2,1,NA,NA,40,1,300,4,NA,NA,NA,NA,-0.00550000000000495,0.00150000000000716
"704","22","12","2003","19","15","12/22/2003","19:15:56",35.7188333,-121.1571667,"Earthquake",11.534,9.55,9,6.48,"MW",NA,6,258,NA,0.88,0.14,"CI9966449","CI","CI","CI","Reviewed",5749,"",56,8,6.6,6.6,6.4,6.1,NA,NA,NA,8,"USA","CA","CALIFORNIA:  PASO ROBLES,TEMPLETON,ATASCADERO",35.706,-121.102,150,2,1,NA,NA,40,1,300,4,40,1,NA,NA,2,1,NA,NA,40,1,300,4,NA,NA,NA,NA,0.0128332999999969,-0.0551667000000009
"705","22","2","2002","19","32","2/22/2002","19:32:42",32.3188333,-115.3215,"Earthquake",7.007,31.95,20,5.7,"MW",NA,0,217.5,0.4751,2.44,0.38,"CI12456384","CI","CI","CI","Reviewed",5623,"",41.7,7,5.5,5.5,5.5,5.4,NA,NA,NA,NA,"MEXICO","","MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,-0.000166700000001185,0.000500000000002387
"706","22","2","2002","19","32","2/22/2002","19:32:41",32.32,-115.32,"Earthquake",7,NA,NA,5.5,"MWC",NA,NA,NA,NA,NA,NA,"GCMTB022202C","GCMT","GCMT","GCMT","Automatic",5623,"",41.7,7,5.5,5.5,5.5,5.4,NA,NA,NA,NA,"MEXICO","","MEXICO:  MEXICALI, BAJA CALIFORNIA",32.319,-115.322,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.000999999999997669,0.00200000000000955
"707","22","2","2004","6","46","2/22/2004","6:46:27",-1.559,100.488,"Earthquake",42,NA,611,6,"MWB",NA,NA,48.5,NA,NA,0.83,"USP000CMT2","US","US","US","Reviewed",5763,"",27,42,6,6,5.7,6.3,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SUMATRA:  PESISIR SELATAN",-1.559,100.488,170,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,3,0,0
"708","22","2","2005","2","25","2/22/2005","2:25:23",30.754,56.816,"Earthquake",14,NA,652,6.4,"MWC",NA,NA,27.7,NA,NA,1.31,"USP000DGPX","US","US","HRV","Reviewed",5848,"",22.9,14,6.4,6.4,6.5,6,NA,NA,NA,NA,"IRAN","","IRAN:  KERMAN PROVINCE:  ZARAND",30.754,56.816,140,612,3,NA,NA,1411,4,NA,4,8000,4,8000,4,612,3,NA,NA,1411,4,NA,4,8000,4,NA,NA,0,0
"709","22","2","2006","22","19","2/22/2006","22:19:08",-21.324,33.583,"Earthquake",11,NA,412,7,"MWB",NA,NA,23.2,NA,NA,1.37,"USP000EAMH","US","US","US","Reviewed",7225,"",7.8,11,7,7,7.5,6.5,NA,NA,NA,NA,"MOZAMBIQUE","","MOZAMBIQUE",-21.324,33.583,10,4,1,NA,NA,36,1,NA,2,294,3,NA,NA,4,1,NA,NA,36,1,NA,2,294,3,NA,NA,0,0
"710","22","3","1965","22","56","3/22/1965","22:56:27",-31.974,-71.573,"Earthquake",48.8,NA,NA,6.2,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM858793","ISCGEM","ISCGEM","ISCGEM","Automatic",6412,"Tsu",28,58,6,NA,6,NA,NA,NA,NA,6,"CHILE","","CHILE:  CENTRAL",-31.81,-71.26,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.164000000000001,-0.312999999999988
"711","22","3","1966","8","19","3/22/1966","8:19:36",37.545,115.061,"Earthquake",20,NA,NA,6.8,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM849480","ISCGEM","ISCGEM","ISCGEM","Automatic",4364,"",27,15,7.6,NA,7.6,6.5,NA,NA,NA,10,"CHINA","","CHINA:  HEBEI PROVINCE",37.5,115.1,30,NA,3,NA,NA,NA,NA,NA,4,NA,4,NA,NA,NA,3,NA,NA,NA,NA,NA,4,NA,4,NA,NA,0.0450000000000017,-0.0389999999999873
"712","22","3","1978","0","50","3/22/1978","0:50:32",44.026,149.002,"Earthquake",33,NA,NA,6.7,"MS",NA,NA,NA,NA,NA,NA,"USP0000TH2","US","US","US","Reviewed",6599,"Tsu",32.2,33,6.7,NA,6.7,6.3,NA,NA,NA,4,"RUSSIA","","RUSSIA:  KURIL ISLANDS",44.026,149.002,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"713","22","3","1978","21","34","3/22/1978","21:34:33",44.14,149.029,"Earthquake",33,NA,NA,6.6,"MS",NA,NA,NA,NA,NA,NA,"USP0000THY","US","US","US","Reviewed",6799,"Tsu",33.4,33,6.6,NA,6.6,6,NA,NA,NA,5,"RUSSIA","","RUSSIA:  KURIL ISLANDS",44.14,149.029,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"714","22","4","1974","0","29","4/22/1974","0:29:20",31.649,119.171,"Earthquake",33,NA,NA,5.5,"MS",NA,NA,NA,NA,NA,NA,"USP000061V","US","US","US","Reviewed",7924,"",19.8,16,5.5,NA,5.5,5.2,NA,NA,NA,NA,"CHINA","","CHINA:  JIANGSU PROVINCE",31.6,119.2,30,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0.0489999999999995,-0.0289999999999964
"715","22","4","1983","0","37","4/22/1983","0:37:37",14.926,99.023,"Earthquake",10,NA,NA,5.7,"MW",NA,NA,NA,NA,NA,1,"USP0001UND","US","US","NC","Reviewed",4976,"",37,10,5.9,NA,5.9,5.9,NA,NA,NA,NA,"THAILAND","","THAILAND:  BANGKOK",14.926,99.023,60,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0
"716","22","4","1991","21","56","4/22/1991","21:56:52",9.685,-83.073,"Earthquake",10,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,1.2,"USP0004QPG","US","US","HRV","Reviewed",5282,"Tsu",51.8,10,7.6,7.6,7.4,6.3,NA,NA,7.6,10,"COSTA RICA","","COSTA RICA:  LIMON, PANDORA",9.685,-83.073,90,87,2,NA,NA,NA,NA,510,4,NA,NA,NA,NA,89,2,NA,NA,NA,NA,510,4,NA,NA,NA,NA,0,0
"717","22","4","1997","9","31","4/22/1997","9:31:23",11.112,-60.892,"Earthquake",5,NA,NA,6.7,"MWB",NA,NA,NA,NA,NA,0.88,"USP000810J","US","US","US","Reviewed",5459,"",23.2,5,6.7,6.7,6.5,6,NA,NA,NA,NA,"TRINIDAD AND TOBAGO","","TOBAGO",11.112,-60.892,90,NA,NA,NA,NA,2,1,25,4,3,1,NA,NA,NA,NA,NA,NA,2,1,25,4,3,1,NA,NA,0,0
"718","22","5","1998","4","48","5/22/1998","4:48:50",-17.731,-65.431,"Earthquake",24,NA,NA,6.6,"MWB",NA,NA,NA,NA,NA,1.36,"USP0008NHP","US","US","US","Reviewed",5493,"",50.4,24,6.6,6.6,6.6,5.9,NA,NA,NA,NA,"BOLIVIA","","BOLIVIA:  CENTRAL:  AIQUILE, TOTORA",-17.731,-65.431,160,105,3,NA,NA,150,3,NA,3,NA,3,NA,NA,105,3,NA,NA,150,3,NA,3,NA,3,NA,NA,0,0
"719","22","5","2012","0","0","5/22/2012","0:00:33",42.645,22.968,"Earthquake",10,NA,661,5.6,"MWW",NA,NA,14,NA,NA,0.87,"USP000JKRW","US","US","US","Reviewed",9906,"",32.7,10,5.6,5.6,5.3,5.7,NA,NA,NA,7,"BULGARIA","","BULGARIA: PERNIK",42.645,22.968,110,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,2,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,90,2,0,0
"720","22","6","1977","12","8","6/22/1977","12:08:33",-22.878,-175.9,"Earthquake",65,NA,NA,6.8,"MB",NA,NA,NA,NA,NA,NA,"USP0000PDX","US","US","US","Reviewed",4777,"Tsu",33.4,65,7.2,NA,7.2,7.2,NA,NA,7.2,4,"TONGA","","TONGA TRENCH",-22.878,-175.9,170,1,1,NA,NA,5,1,1.2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"721","22","6","2002","2","58","6/22/2002","2:58:21",35.626,49.047,"Earthquake",10,NA,555,6.5,"MWC",NA,NA,NA,NA,NA,1.11,"USP000B6PK","US","US","HRV","Reviewed",5639,"",21.3,10,6.5,6.5,6.4,6.2,NA,NA,NA,8,"IRAN","","IRAN:  AB GARM-ABHAR-AVAJ-SHIRIN SU",35.626,49.047,140,261,3,NA,NA,1300,4,300,4,NA,4,NA,4,261,3,NA,NA,1300,4,300,4,4,4,NA,NA,0,0
"722","22","7","1967","16","57","7/22/1967","16:57:00",40.751,30.8,"Earthquake",30,NA,NA,7.4,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM833573","ISCGEM","ISCGEM","ISCGEM","Automatic",4403,"",NA,4,7.3,NA,NA,NA,NA,NA,7.3,10,"TURKEY","","TURKEY:  MUDURNU, ADAPAZARI",40.7,30.8,140,86,2,NA,NA,NA,NA,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0509999999999948,0
"723","22","7","1983","2","41","7/22/1983","2:41:01",36.948,49.18,"Earthquake",41.3,3.8,NA,5.6,"MB",NA,47,NA,NA,NA,1.1,"USP0001X0J","US","US","US","Reviewed",4983,"",0.8,41,5,NA,5,5.6,NA,NA,NA,6,"IRAN","","IRAN:  NW, ZANJIN",36.948,49.18,140,3,1,NA,NA,41,1,5,2,75,2,NA,NA,3,1,NA,NA,41,1,5,2,75,2,NA,NA,0,0
"724","22","9","1987","13","43","9/22/1987","13:43:38",-0.978,-78.05,"Earthquake",10,NA,NA,6.4,"MW",NA,NA,NA,NA,NA,1,"USP00038M3","US","US","HRV","Reviewed",5142,"",37.6,10,6.2,NA,6.2,6.1,NA,NA,NA,NA,"ECUADOR","","ECUADOR:  AMBATO, LATACUNGA, RIOBAMBA",-0.978,-78.05,160,2,1,NA,NA,12,1,NA,2,NA,3,NA,NA,2,1,NA,NA,12,1,NA,2,NA,3,NA,NA,0,0
"725","22","9","1989","2","25","9/22/1989","2:25:51",31.583,102.433,"Earthquake",14.6,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1.1,"USP0003ZVQ","US","US","HRV","Reviewed",5211,"",50.8,15,6.1,NA,6.1,6.1,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE:  XIAOJIN COUNTY",31.583,102.433,30,1,1,NA,NA,151,3,NA,3,4270,4,NA,NA,1,1,NA,NA,151,3,NA,3,4270,4,NA,NA,0,0
"726","22","9","2003","4","45","9/22/2003","4:45:36",19.777,-70.673,"Earthquake",10,NA,494,6.4,"MWB",NA,NA,31.7,NA,NA,1.06,"USP000C89D","US","US","US","Reviewed",5723,"",36.2,10,6.4,6.4,6.6,6.2,NA,NA,NA,10,"DOMINICAN REPUBLIC","","DOMINICAN REPUBLIC:  PUERTO PLATA, SANTIAGO",19.777,-70.673,90,3,1,NA,NA,15,1,NA,3,NA,3,NA,NA,3,1,NA,NA,15,1,NA,3,NA,3,NA,NA,0,0
"727","23","1","1975","14","19","1/23/1975","14:19:15",33.026,131.092,"Earthquake",10,NA,NA,5.8,"MS",NA,NA,NA,NA,NA,NA,"USP00009MG","US","US","US","Reviewed",4679,"",14.9,10,5.8,NA,5.8,5.2,NA,NA,NA,7,"JAPAN","","JAPAN:  AROSAN",33,131.1,30,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0260000000000034,-0.00799999999998136
"728","23","1","1981","21","13","1/23/1981","21:13:52",30.927,101.098,"Earthquake",33,NA,NA,6.8,"MS",NA,NA,NA,NA,NA,NA,"USP0001BVE","US","US","US","Reviewed",4911,"",51.7,33,6.8,NA,6.8,5.7,NA,NA,NA,8,"CHINA","","CHINA:  SICHUAN PROVINCE",30.927,101.098,30,150,3,NA,NA,489,3,5,2,2992,4,NA,NA,150,3,NA,NA,489,3,5,2,2992,4,NA,NA,0,0
"729","23","1","2003","0","8","1/23/2003","0:08:23",-8.807,118.524,"Earthquake",33,NA,79,5.5,"MWC",NA,NA,NA,NA,NA,1.39,"USP000BP0U","US","US","HRV","Reviewed",5674,"",22.8,33,5.5,5.5,5.1,5.3,NA,NA,NA,6,"INDONESIA","","INDONESIA:  SUMBAWA ISLAND:  DOMPU",-8.807,118.524,170,NA,NA,NA,NA,2,1,NA,2,NA,NA,500,3,NA,NA,NA,NA,2,1,NA,2,NA,NA,500,3,0,0
"730","23","1","2005","20","10","1/23/2005","20:10:12",-1.198,119.933,"Earthquake",11,NA,139,6.3,"MWC",NA,NA,31,NA,NA,1.24,"USP000DE4M","US","US","HRV","Reviewed",5839,"",12.1,11,6.3,6.3,5.9,5.8,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SULAWESI:  PALU",-1.198,119.933,170,1,1,NA,NA,4,1,NA,2,NA,NA,NA,NA,1,1,NA,NA,4,1,NA,2,NA,NA,NA,NA,0,0
"731","23","10","1968","21","4","10/23/1968","21:04:44",-3.33,143.286,"Earthquake",15,NA,NA,7,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM816232","ISCGEM","ISCGEM","ISCGEM","Automatic",4469,"",NA,21,7.5,NA,NA,NA,NA,NA,7.5,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  N COAST, WEWAK, DAGUA",-3.4,143.3,170,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0699999999999998,-0.01400000000001
"732","23","10","1995","22","46","10/23/1995","22:46:51",26.003,102.227,"Earthquake",10,NA,NA,6.2,"MW",NA,NA,NA,NA,NA,1,"USP00075N1","US","US","HRV","Reviewed",5424,"",50.8,10,6.2,6.2,6.4,5.8,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN PROVINCE:  WUDING",26.003,102.227,30,81,2,NA,NA,800,3,80,4,200,3,200,3,81,2,NA,NA,800,3,80,4,200,3,NA,NA,0,0
"733","23","10","2002","11","27","10/23/2002","11:27:19",63.514,-147.912,"Earthquake",4.2,NA,651,6.7,"MWC",NA,NA,NA,NA,NA,NA,"USP000BF2U","US","AEIC","HRV","Reviewed",5657,"",19.4,4,6.7,6.7,6.7,6,NA,NA,NA,8,"USA","AK","ALASKA:  CANTWELL, DENALI NATL PARK",63.514,-147.912,150,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,0,0
"734","23","10","2004","8","56","10/23/2004","8:56:01",37.226,138.779,"Earthquake",16,NA,782,6.6,"MWC",NA,NA,37,NA,NA,1.1,"USP000D6VK","US","US","HRV","Reviewed",5807,"",0.8,16,6.6,6.6,6.3,6.4,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  NIIGATA PREFECTURE",37.226,138.779,30,40,1,NA,NA,3183,4,28000,4,6000,4,NA,NA,40,1,NA,NA,3183,4,28000,4,6000,4,NA,NA,0,0
"735","23","10","2011","10","41","10/23/2011","10:41:23",38.721,43.508,"Earthquake",18,NA,693,7.1,"MWW",NA,NA,19.7,NA,NA,0.93,"USP000J9RR","US","US","US","Reviewed",9845,"",22.9,16,7.1,7.1,7.3,6.9,NA,NA,NA,NA,"TURKEY","","TURKEY:  ERCIS, VAN",38.722,43.513,140,604,3,NA,NA,2608,4,1500,4,5739,4,4882,4,604,3,NA,NA,2608,4,1500,4,5739,4,4882,4,-0.00100000000000477,-0.00499999999999545
"736","23","11","1977","9","26","11/23/1977","9:26:25",-31.028,-67.767,"Earthquake",13,NA,NA,7.4,"MS",NA,NA,NA,NA,NA,NA,"USP0000RP1","US","US","US","Reviewed",4784,"",24.7,13,7.4,NA,7.4,6.3,NA,NA,7.4,9,"ARGENTINA","","ARGENTINA:  SAN JUAN PROVINCE:  MENDOZA",-31.03,-67.77,160,70,2,NA,NA,300,3,80,4,NA,NA,NA,NA,70,2,NA,NA,300,3,80,4,NA,NA,NA,NA,0.00200000000000244,0.00300000000000011
"737","23","11","1979","23","40","11/23/1979","23:40:30",4.805,-76.217,"Earthquake",108,NA,NA,6.4,"MB",NA,NA,NA,NA,NA,NA,"USP000145H","US","US","US","Reviewed",4858,"",29.8,108,6.4,NA,NA,6.4,NA,NA,NA,NA,"COLOMBIA","","COLOMBIA:  MANIZALES-ARMENIA",4.805,-76.217,160,72,2,NA,NA,600,3,20,3,NA,NA,NA,NA,72,2,NA,NA,600,3,20,3,NA,NA,NA,NA,0,0
"738","23","11","1980","18","34","11/23/1980","18:34:54",40.914,15.366,"Earthquake",10,NA,NA,6.9,"MS",NA,NA,NA,NA,NA,NA,"USP0001AY4","US","US","US","Reviewed",4903,"",53.8,20,6.9,NA,6.9,6,NA,NA,NA,10,"ITALY","","ITALY:   AVELLINO, POTENZA, CASERTA, NAPLES",40.914,15.366,130,4689,4,NA,NA,7700,4,20000,4,NA,NA,NA,NA,4689,4,NA,NA,7700,4,20000,4,NA,NA,NA,NA,0,0
"739","23","12","1972","6","29","12/23/1972","6:29:44",12.184,-86.223,"Earthquake",10,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM766571","ISCGEM","ISCGEM","ISCGEM","Automatic",4619,"",42.5,5,6.2,NA,6.2,5.6,NA,NA,NA,NA,"NICARAGUA","","NICARAGUA:  MANAGUA",12.4,-86.1,100,10000,4,NA,NA,20000,4,2968,4,NA,NA,NA,NA,10000,4,NA,NA,20000,4,2968,4,NA,NA,NA,NA,-0.216000000000001,-0.123000000000005
"740","23","12","1978","11","23","12/23/1978","11:23:12",23.247,122.075,"Earthquake",33,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP0000Y1Y","US","US","US","Reviewed",4824,"",12,33,7,NA,7,7.2,NA,NA,NA,NA,"TAIWAN","","TAIWAN:  PINTUNG",23.247,122.075,30,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,2,1,NA,NA,3,1,NA,NA,NA,NA,NA,NA,0,0
"741","23","12","2004","14","59","12/23/2004","14:59:04",-49.312,161.345,"Earthquake",10,NA,331,8.1,"MWC",NA,NA,59.3,NA,NA,1.12,"USP000DB93","US","US","HRV","Reviewed",5835,"Tsu",4.4,10,8.1,8.1,7.7,6.5,NA,NA,NA,NA,"AUSTRALIA","TAS","AUSTRALIA:  MACQUARIE ISLAND",-49.312,161.345,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"742","23","12","2011","0","58","12/23/2011","0:58:38",-43.49,172.8,"Earthquake",9.7,NA,243,5.8,"MWW",NA,NA,43.9,NA,NA,NA,"USP000JCH0","US","WEL","US","Reviewed",9855,"",38.3,10,5.8,5.8,5.6,5.7,NA,NA,NA,NA,"NEW ZEALAND","","NEW ZEALAND:  SOUTH ISLAND:  CHRISTCHURCH",-43.49,172.8,170,NA,NA,NA,NA,60,2,NA,1,NA,NA,NA,1,NA,NA,NA,NA,60,2,NA,1,NA,NA,NA,1,0,0
"743","23","2","1965","22","11","2/23/1965","22:11:47",-25.633,-70.679,"Earthquake",35,NA,NA,7,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM860516","ISCGEM","ISCGEM","ISCGEM","Automatic",6411,"Tsu",46,36,7,NA,7,NA,NA,NA,NA,NA,"CHILE","","CHILE:  NORTHERN",-25.67,-70.63,160,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0370000000000026,-0.0490000000000066
"744","23","2","1969","0","36","2/23/1969","0:36:58",-3.201,118.904,"Earthquake",15,NA,NA,7,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM812497","ISCGEM","ISCGEM","ISCGEM","Automatic",4476,"Tsu",56.6,13,7.4,NA,7.4,NA,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  SULAWESI:  PARASANGA, PALETOANG",-3.1,118.9,170,64,2,NA,NA,97,2,NA,3,1287,4,NA,NA,664,3,NA,NA,97,2,NA,3,1287,4,NA,NA,-0.101,0.00399999999999068
"745","23","2","1980","5","51","2/23/1980","5:51:03",43.53,146.753,"Earthquake",44,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP00015MW","US","US","US","Reviewed",6459,"Tsu",3.2,44,7,NA,7,6.3,NA,NA,NA,7,"RUSSIA","","RUSSIA:  S. KURIL ISLANDS",43.53,146.753,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"746","23","2","1994","8","2","2/23/1994","8:02:05",30.853,60.596,"Earthquake",6,NA,NA,6.1,"MW",NA,NA,NA,NA,NA,1,"USP00068WD","US","US","HRV","Reviewed",5380,"",4.7,6,6.1,6.1,6.1,6.1,NA,NA,NA,NA,"IRAN","","IRAN:  SISTAN",30.853,60.596,140,6,1,NA,NA,NA,3,1.4,2,NA,NA,NA,NA,6,1,NA,NA,NA,3,1.4,2,NA,NA,NA,NA,0,0
"747","23","2","1995","21","3","2/23/1995","21:03:01",35.046,32.279,"Earthquake",10,NA,NA,5.9,"MW",NA,NA,NA,NA,NA,1,"USP0006TDU","US","US","HRV","Reviewed",5405,"",1.3,10,5.9,5.9,5.7,5.8,NA,NA,NA,7,"CYPRUS","","CYPRUS:  PAPHOS, NICOSIA, ARODHES, PERISTERONA",35.046,32.279,130,2,1,NA,NA,5,1,4.34,2,70,2,570,3,2,1,NA,NA,5,1,4.34,2,70,2,570,3,0,0
"748","23","2","2001","0","9","2/23/2001","0:09:24",29.513,101.129,"Earthquake",33,NA,368,5.6,"MWC",NA,NA,NA,NA,NA,1.05,"USP000AA5P","US","US","HRV","Reviewed",5593,"",23.6,33,5.6,5.6,5.4,5.7,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE:  KANGDING, YAJIANG",29.513,101.129,30,3,1,NA,NA,109,3,NA,3,60000,4,60000,4,3,1,NA,NA,109,3,NA,3,60000,4,NA,NA,0,0
"749","23","2","2006","20","4","2/23/2006","20:04:54",26.912,91.705,"Earthquake",10,NA,263,5.8,"MWB",NA,NA,30.2,NA,NA,0.93,"USP000EAQ0","US","US","US","Reviewed",7226,"",53.5,10,5.8,5.8,5.3,5.5,NA,NA,NA,NA,"BHUTAN","","BHUTAN:  TASHIGANG",26.912,91.705,60,NA,NA,NA,NA,NA,NA,NA,1,126,3,126,3,NA,NA,NA,NA,NA,NA,NA,1,126,3,NA,NA,0,0
