"","DAY","MONTH","YEAR","HOUR","MINUTE","Date","Time","LATITUDE.x","LONGITUDE.x","Type","Depth","Depth.Error","Depth.Seismic.Stations","Magnitude","Magnitude.Type","Magnitude.Error","Magnitude.Seismic.Stations","Azimuthal.Gap","Horizontal.Distance","Horizontal.Error","Root.Mean.Square","ID","Source","Location.Source","Magnitude.Source","Status","I_D","FLAG_TSUNAMI","SECOND","FOCAL_DEPTH","EQ_PRIMARY","EQ_MAG_MW","EQ_MAG_MS","EQ_MAG_MB","EQ_MAG_ML","EQ_MAG_MFA","EQ_MAG_UNK","INTENSITY","COUNTRY","STATE","LOCATION_NAME","LATITUDE.y","LONGITUDE.y","REGION_CODE","DEATHS","DEATHS_DESCRIPTION","MISSING","MISSING_DESCRIPTION","INJURIES","INJURIES_DESCRIPTION","DAMAGE_MILLIONS_DOLLARS","DAMAGE_DESCRIPTION","HOUSES_DESTROYED","HOUSES_DESTROYED_DESCRIPTION","HOUSES_DAMAGED","HOUSES_DAMAGED_DESCRIPTION","TOTAL_DEATHS","TOTAL_DEATHS_DESCRIPTION","TOTAL_MISSING","TOTAL_MISSING_DESCRIPTION","TOTAL_INJURIES","TOTAL_INJURIES_DESCRIPTION","TOTAL_DAMAGE_MILLIONS_DOLLARS","TOTAL_DAMAGE_DESCRIPTION","TOTAL_HOUSES_DESTROYED","TOTAL_HOUSES_DESTROYED_DESCRIPTION","TOTAL_HOUSES_DAMAGED","TOTAL_HOUSES_DAMAGED_DESCRIPTION","diffLat","diffLong"
"43","1","8","1989","0","18","8/1/1989","0:18:05",-4.511,139.022,"Earthquake",14.3,NA,NA,6.3,"MW",NA,NA,NA,NA,NA,1.3,"USP0003XWT","US","US","NC","Reviewed",5207,"",4.8,14,5.8,NA,5.8,6,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  KURIMA DISTRICT, BALIEM RIVER",-4.511,139.022,170,120,3,NA,NA,NA,NA,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"44","1","8","1993","0","20","8/1/1993","0:20:41",15.385,31.69,"Earthquake",12.5,NA,NA,5.5,"MW",NA,NA,NA,NA,NA,1.1,"USP0005XRW","US","US","HRV","Reviewed",5359,"",40.5,13,5.5,5.5,5.1,5.2,NA,NA,NA,NA,"SUDAN","","SUDAN:  KHARTOUM",15.385,31.69,15,2,1,NA,NA,9,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,9,1,NA,1,NA,NA,NA,NA,0,0
"45","1","8","2007","17","8","8/1/2007","17:08:51",-15.595,167.68,"Earthquake",120,NA,494,7.2,"MWB",NA,NA,20.4,NA,NA,1.14,"USP000FHM9","US","US","US","Reviewed",7600,"",51.4,120,7.2,7.2,NA,6.2,NA,NA,NA,NA,"VANUATU","","VANUATU ISLANDS:  LUGANVILLE",-15.595,167.68,170,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,1,NA,NA,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0,0
"46","1","8","2008","8","32","8/1/2008","8:32:44",32.033,104.722,"Earthquake",11,NA,522,5.7,"MWB",NA,NA,24.4,NA,NA,0.72,"USP000GDKC","US","US","US","Reviewed",8167,"",43,7,5.7,5.7,5.6,5.9,NA,NA,NA,NA,"CHINA","","CHINA:  SICHUAN PROVINCE",32.036,104.722,30,NA,NA,NA,NA,231,3,NA,2,540,3,540,3,NA,NA,NA,NA,231,3,NA,2,540,3,2450,4,-0.00300000000000011,0
"47","1","8","2014","4","11","8/1/2014","4:11:17",36.8561,3.181,"Earthquake",10,1.7,NA,5.5,"MWW",NA,NA,36,2.608,NA,0.9,"USB000RZ1P","US","US","US","Reviewed",10103,"",26,10,5.6,5.6,NA,NA,NA,NA,NA,NA,"ALGERIA","","ALGERIA:  ALGIERS",36.851,3.161,15,6,1,NA,NA,420,3,NA,NA,NA,NA,NA,NA,6,1,NA,NA,420,3,NA,NA,NA,NA,NA,NA,0.00509999999999877,0.02
"48","1","9","1968","7","27","9/1/1968","7:27:32",34.021,58.178,"Earthquake",15,NA,NA,6.2,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM816551","ISCGEM","ISCGEM","ISCGEM","Automatic",4459,"",NA,15,6.5,NA,6.5,5.9,NA,NA,NA,NA,"IRAN","","IRAN:  FERDOW",34,58.2,140,700,3,NA,NA,NA,NA,NA,3,1500,4,NA,NA,700,3,NA,NA,NA,NA,NA,3,1500,4,NA,NA,0.0210000000000008,-0.0220000000000056
"49","1","9","1981","9","29","9/1/1981","9:29:32",-14.96,-173.085,"Earthquake",25,NA,NA,7.7,"MS",NA,13,NA,NA,NA,1.2,"USP0001FKX","US","US","US","Reviewed",4927,"Tsu",31.5,25,7.7,NA,7.7,7,NA,NA,NA,6,"SAMOA","","SAMOA:  APIA; AMERICAN SAMOA:  PAGO PAGO",-14.96,-173.085,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,NA,1,NA,NA,0,0
"50","1","9","1994","15","15","9/1/1994","15:15:48",40.4055,-126.3028333,"Earthquake",4.972,2.33,271,7,"MW",NA,3,271,1.504,2.04,0.34,"NC30056327","NC","NC","NC","Reviewed",6488,"Tsu",53,10,7,7,7,6.6,NA,NA,NA,6,"USA","CA","CALIFORNIA:  NORTH:  HONEYDEW",40.402,-125.68,150,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.0035000000000025,-0.622833299999996
"51","1","9","2016","16","37","9/1/2016","16:37:57",-37.3586,179.1461,"Earthquake",19,1.7,NA,7,"MWW",NA,NA,21,0.698,6.8,0.88,"US10006JBI","US","US","US","Reviewed",10196,"Tsu",57,19,7.1,7.1,NA,NA,NA,NA,NA,6,"NEW ZEALAND","","NEW ZEALAND:  GISBORNE",-37.401,179.055,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0424000000000007,0.0910999999999831
"52","10","1","1970","12","7","1/10/1970","12:07:07",6.785,126.682,"Earthquake",40,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM799944","ISCGEM","ISCGEM","ISCGEM","Automatic",4514,"Tsu",8.6,73,7.6,NA,7.6,7.1,NA,NA,NA,6,"PHILIPPINES","","PHILIPPINES:  MINDANAO",6.8,126.7,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.0149999999999997,-0.0180000000000007
"53","10","1","1971","7","17","1/10/1971","7:17:05",-3.184,139.722,"Earthquake",30,NA,NA,7.7,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM788036","ISCGEM","ISCGEM","ISCGEM","Automatic",4554,"",3.7,34,8.1,NA,8.1,7.3,NA,NA,NA,9,"INDONESIA","","INDONESIA:  NEW GUINEA: IRIAN JAYA:DJAJAPURA,SENTANI",-3.1,139.7,170,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,NA,NA,NA,NA,NA,NA,NA,2,NA,1,NA,2,-0.0840000000000001,0.0220000000000198
"54","10","1","1998","3","50","1/10/1998","3:50:42",41.083,114.5,"Earthquake",30.3,2.8,NA,5.7,"MWC",NA,NA,NA,NA,NA,0.9,"USP0008E10","US","US","HRV","Reviewed",5481,"",41.5,30,5.7,5.7,5.7,5.8,NA,NA,NA,8,"CHINA","","CHINA:  NORTHEASTERN: SHANGYI-ZHANGBEI, HEBEI",41.083,114.5,30,70,2,NA,NA,11500,4,285.5,4,70000,4,NA,NA,70,2,NA,NA,11500,4,285.5,4,70000,4,NA,NA,0,0
"55","10","1","1998","8","20","1/10/1998","8:20:06",14.374,-91.473,"Earthquake",33,NA,NA,6.6,"MWC",NA,NA,NA,NA,NA,0.93,"USP0008E1G","US","US","HRV","Reviewed",5483,"",5.7,33,6.6,6.6,6.2,6.1,NA,NA,NA,NA,"GUATEMALA","","GUATEMALA:  QUEZALTENANGO, SAN MARCOS, SOLOLA",14.374,-91.473,100,NA,NA,NA,NA,27,1,NA,1,NA,2,NA,2,NA,NA,NA,NA,27,1,NA,1,NA,2,NA,1,0,0
"56","10","1","2002","11","14","1/10/2002","11:14:57",-3.212,142.427,"Earthquake",11,NA,333,6.7,"MWC",NA,NA,NA,NA,NA,1.18,"USP000AW5Z","US","US","HRV","Reviewed",5616,"",56.9,11,6.7,6.7,6.6,6,NA,NA,NA,NA,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  AITAPE",-3.212,142.427,170,1,1,NA,NA,NA,NA,NA,2,200,3,NA,NA,1,1,NA,NA,NA,NA,NA,2,200,3,NA,NA,0,0
"57","10","1","2010","0","27","1/10/2010","0:27:39",40.652,-124.6925,"Earthquake",28.737,1.31,51,6.5,"MW",NA,8,220,0.3225,0.55,0.2,"NC71338066","NC","NC","NC","Reviewed",8712,"",39.3,29,6.5,6.5,6.3,6.5,NA,NA,NA,NA,"USA","CA","CALIFORNIA:  OFF COAST NORTHERN",40.652,-124.692,150,NA,NA,NA,NA,30,1,21.8,3,NA,NA,NA,NA,NA,NA,NA,NA,30,1,21.8,3,NA,NA,NA,NA,0,-0.000500000000002387
"58","10","10","1977","11","53","10/10/1977","11:53:54",-25.856,-175.406,"Earthquake",33,NA,NA,7.2,"MS",NA,NA,NA,NA,NA,NA,"USP0000QZG","US","US","US","Reviewed",6453,"Tsu",53.6,33,7.2,NA,7.2,6.6,NA,NA,NA,NA,"TONGA","","TONGA TRENCH",-25.856,-175.406,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"59","10","10","1980","12","25","10/10/1980","12:25:24",36.195,1.354,"Earthquake",10,NA,NA,7.3,"MS",NA,NA,NA,NA,NA,NA,"USP0001A5W","US","US","US","Reviewed",4896,"Tsu",23.5,10,7.7,NA,7.7,6.5,NA,NA,NA,10,"ALGERIA","","ALGERIA:  NORTHERN",36.195,1.354,15,5000,4,NA,NA,9000,4,5200,4,25000,4,NA,NA,5000,4,NA,NA,9000,4,5200,4,250000,4,NA,NA,0,0
"60","10","10","1986","17","49","10/10/1986","17:49:24",13.827,-89.118,"Earthquake",7,NA,NA,5.7,"MW",NA,NA,NA,NA,NA,1.2,"USP0002YU9","US","US","HRV","Reviewed",5111,"",24.1,7,5.4,NA,5.4,5,NA,NA,NA,NA,"EL SALVADOR","","EL SALVADOR:  SAN SALVADOR",13.827,-89.118,100,1100,4,NA,NA,10000,4,1500,4,NA,NA,NA,NA,1100,4,NA,NA,20000,4,1500,4,NA,NA,NA,NA,0,0
"61","10","10","2002","10","50","10/10/2002","10:50:21",-1.757,134.297,"Earthquake",10,NA,375,7.6,"MWC",NA,NA,NA,NA,NA,1.15,"USP000BE54","US","US","HRV","Reviewed",5656,"Tsu",20.5,10,7.6,7.6,7.7,6.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA: NEW GUINEA: MANOKWARI, ORANSBARI, RANSIKI",-1.757,134.297,170,8,1,NA,NA,632,3,NA,3,1000,3,900,3,8,1,NA,NA,632,3,NA,3,1000,3,900,3,0,0
"62","10","11","2008","1","22","11/10/2008","1:22:03",37.565,95.833,"Earthquake",19,NA,432,6.3,"MWC",NA,NA,17.4,NA,NA,0.86,"USP000GNBJ","US","US","US","Reviewed",8207,"",2.5,19,6.3,6.3,6.4,6.4,NA,NA,NA,NA,"CHINA","","CHINA:  QINGHAI PROVINCE",37.565,95.833,40,NA,NA,NA,NA,3,1,4,2,NA,2,NA,2,NA,NA,NA,NA,3,1,4,2,NA,2,NA,1,0,0
"63","10","12","1967","22","51","12/10/1967","22:51:23",17.412,73.885,"Earthquake",15,NA,NA,6.6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM828259","ISCGEM","ISCGEM","ISCGEM","Automatic",4421,"",NA,33,6.5,NA,NA,NA,NA,NA,6.5,8,"INDIA","","INDIA",17.7,73.9,60,180,3,NA,NA,NA,NA,0.4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.288,-0.0150000000000006
"64","10","12","1970","4","34","12/10/1970","4:34:41",-4.026,-80.542,"Earthquake",25,NA,NA,7.2,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM789028","ISCGEM","ISCGEM","ISCGEM","Automatic",4551,"",38.8,25,7.6,NA,7.6,6.3,NA,NA,NA,10,"PERU","","PERU:  N;  ECUADOR:  S",-4,-80.7,160,82,2,NA,NA,350,3,6,3,NA,NA,NA,NA,82,2,NA,NA,350,3,6,3,NA,NA,NA,NA,-0.0259999999999998,0.158000000000001
"65","10","12","2003","4","38","12/10/2003","4:38:12",23.039,121.362,"Earthquake",10,NA,447,6.8,"MWB",NA,NA,27.7,NA,NA,1.1,"USP000CEXG","US","US","US","Reviewed",5746,"",11.5,10,6.8,6.8,6.7,6,NA,NA,NA,NA,"TAIWAN","","TAIWAN:  T'AI-TUNG, KAO-HSIUN",23.039,121.362,30,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,1,NA,NA,NA,NA,0,0
"66","10","2","1982","16","17","2/10/1982","16:17:52",-6.863,106.936,"Earthquake",39.8,7.4,NA,5.5,"MB",NA,6,NA,NA,NA,1.2,"USP0001JJP","US","US","US","Reviewed",4939,"",51.5,40,5.5,NA,NA,5.5,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  JAVA, SUKABUMI",-6.863,106.936,170,NA,NA,NA,NA,17,1,3.5,2,NA,NA,NA,NA,NA,NA,NA,NA,17,1,3.5,2,NA,NA,NA,NA,0,0
"67","10","3","1981","15","16","3/10/1981","15:16:20",39.481,20.699,"Earthquake",31.1,3.1,NA,5.6,"MB",NA,32,NA,NA,NA,1.2,"USP0001CMT","US","US","US","Reviewed",4917,"",19.8,31,5.6,NA,NA,5.6,NA,NA,NA,8,"GREECE","","GREECE:  PREVEZA",39.481,20.699,130,2,1,NA,NA,NA,NA,NA,2,150,0,NA,NA,2,1,NA,NA,NA,NA,NA,2,150,3,NA,NA,0,0
"68","10","3","1989","14","14","3/10/1989","14:14:10",-4.346,152.797,"Earthquake",53.3,3.3,NA,5.8,"MW",NA,NA,NA,NA,NA,0.9,"USP0003STK","US","US","HRV","Reviewed",5190,"",10.2,53,5.4,NA,5.4,5.6,NA,NA,NA,5,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW BRITAIN:  RABAUL",-4.346,152.797,170,1,1,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"69","10","3","1989","21","49","3/10/1989","21:49:46",-13.702,34.42,"Earthquake",30.3,NA,NA,6.2,"MB",NA,55,NA,NA,NA,0.9,"USP0003STY","US","US","US","Reviewed",5191,"",45.8,30,6.1,NA,6.1,6.2,NA,NA,NA,NA,"MALAWI","","MALAWI:  SALIMA, DEDZA, MOHINJI",-13.702,34.42,10,9,1,NA,NA,100,2,28,4,NA,NA,NA,NA,9,1,NA,NA,100,2,28,4,NA,NA,NA,NA,0,0
"70","10","3","2011","4","58","3/10/2011","4:58:14",24.727,97.957,"Earthquake",10,NA,185,5.5,"MWC",NA,NA,41.9,NA,NA,0.88,"USP000HVM3","US","US","GCMT","Reviewed",9836,"",16,26,5.5,5.5,5.3,5.4,5.4,NA,NA,NA,"CHINA","","CHINA:  YUNNAN PROVINCE:  PINGYUAN",24.719,97.969,30,25,1,NA,NA,250,3,NA,3,1039,4,12528,NA,25,1,NA,NA,250,3,NA,3,1039,4,12528,4,0.00799999999999912,-0.0120000000000005
"71","10","4","1972","2","6","4/10/1972","2:06:51",28.415,52.765,"Earthquake",10,NA,NA,6.6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM774291","ISCGEM","ISCGEM","ISCGEM","Automatic",4600,"",53.2,11,6.9,NA,6.9,6.1,NA,NA,NA,9,"IRAN","","IRAN:  QIR,KARZIN, JAHROM, FIRUZABAD",28.4,52.8,140,30000,4,NA,NA,1700,4,NA,4,NA,4,NA,NA,30000,4,NA,NA,1700,4,NA,4,NA,4,NA,NA,0.0150000000000006,-0.0349999999999966
"72","10","4","1998","15","0","4/10/1998","15:00:53",32.457,59.976,"Earthquake",33,NA,NA,5.8,"MWC",NA,NA,NA,NA,NA,1.49,"USP0008JU7","US","US","HRV","Reviewed",5491,"",53.1,33,5.8,5.8,5.7,5.3,NA,NA,NA,NA,"IRAN","","IRAN:  BIRJAND, GONABAD",32.457,59.976,140,12,1,NA,NA,10,1,NA,2,NA,NA,600,3,12,1,NA,NA,10,1,NA,2,NA,NA,600,3,0,0
"73","10","4","2003","0","40","4/10/2003","0:40:15",38.221,26.958,"Earthquake",10,NA,471,5.8,"MWB",NA,NA,15.1,NA,NA,1.12,"USP000BUU9","US","US","US","Reviewed",5690,"",15.1,10,5.7,5.7,5.6,5.6,NA,NA,NA,NA,"TURKEY","","TURKEY:  IZMIR, SEFERIHISAR",38.221,26.958,140,NA,NA,NA,NA,90,2,NA,2,NA,2,NA,2,NA,NA,NA,NA,90,2,NA,2,NA,2,NA,2,0,0
"74","10","4","2005","10","29","4/10/2005","10:29:11",-1.644,99.607,"Earthquake",19,NA,656,6.7,"MWC",NA,NA,21.2,NA,NA,1.02,"USP000DMTX","US","US","HRV","Reviewed",6659,"Tsu",11.2,19,6.7,6.7,6.7,6.4,NA,NA,NA,5,"INDONESIA","","INDONESIA:  PADANG",-1.644,99.607,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"75","10","4","2014","23","27","4/10/2014","23:27:46",12.4029,-86.3783,"Earthquake",13,1,NA,6.1,"MWW",NA,NA,31,1.254,NA,0.96,"USD0003CQX","US","US","US","Reviewed",10083,"",46,13,6.1,6.1,NA,NA,NA,NA,NA,NA,"NICARAGUA","","NICARAGUA:  NAGAROTE, MANAGUA",12.514,-86.379,100,NA,NA,NA,NA,250,3,NA,3,NA,NA,1001,4,1,1,NA,NA,250,3,NA,3,NA,NA,1001,4,-0.111099999999999,0.000700000000009027
"76","10","4","2016","10","28","4/10/2016","10:28:59",36.4725,71.1311,"Earthquake",212,1.8,NA,6.6,"MWW",NA,NA,17,0.789,6.5,1.03,"US20005GSG","US","US","US","Reviewed",10186,"",58,212,6.6,6.6,NA,NA,NA,NA,NA,NA,"AFGHANISTAN","","AFGHANISTAN:  KHYBER PAKHTUNKHWA",36.472,71.131,40,6,1,NA,NA,5,1,NA,1,NA,NA,20,1,6,1,NA,NA,5,1,NA,1,NA,NA,20,1,0.000499999999995282,0.00010000000000332
"77","10","5","1974","19","25","5/10/1974","19:25:15",28.243,104.015,"Earthquake",11,NA,NA,6.8,"MS",NA,NA,NA,NA,NA,NA,"USP000069P","US","US","US","Reviewed",4658,"",15,11,7.1,NA,7.1,6.2,NA,NA,NA,NA,"CHINA","","CHINA:  YUNNAN AND SICHUAN PROVINCES, CHAO-T'UNG",28.24,104.01,30,20000,4,NA,NA,NA,NA,NA,3,NA,3,NA,NA,20000,4,NA,NA,NA,NA,NA,3,NA,3,NA,NA,0.00300000000000011,0.00499999999999545
"78","10","5","1975","14","27","5/10/1975","14:27:39",-38.183,-73.232,"Earthquake",6,NA,NA,7.7,"MS",NA,NA,NA,NA,NA,NA,"USP0000AZ9","US","US","US","Reviewed",4690,"",38.7,6,7.7,NA,7.7,6.5,NA,NA,7.8,NA,"CHILE","","CHILE:  CENTRAL",-38.18,-73.23,160,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00300000000000011,-0.00199999999999534
"79","10","5","1985","15","35","5/10/1985","15:35:51",-5.599,151.045,"Earthquake",26.7,3.3,NA,7.2,"MW",NA,NA,NA,NA,NA,1.3,"USP0002EN1","US","US","HRV","Reviewed",5068,"",50.5,27,7.1,NA,7.1,6.3,NA,NA,NA,8,"PAPUA NEW GUINEA","","PAPUA NEW GUINEA:  NEW BRITAIN:  BIALLA, PIONA",-5.599,151.045,170,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,1,1,NA,NA,NA,NA,1,2,NA,NA,NA,NA,0,0
"80","10","5","1997","7","57","5/10/1997","7:57:30",33.825,59.809,"Earthquake",10,NA,NA,7.3,"MWB",NA,NA,NA,NA,NA,1.12,"USP000820P","US","US","US","Reviewed",5461,"",29.7,10,7.2,7.2,7.3,6.4,NA,NA,NA,10,"IRAN","","IRAN:  BIRJAND, GHAEN",33.825,59.809,140,1728,4,NA,NA,2300,4,100,4,10533,4,10533,4,1728,4,NA,NA,2300,4,100,4,10533,4,NA,NA,0,0
"81","10","6","1975","13","47","6/10/1975","13:47:15",43.024,147.734,"Earthquake",15,NA,NA,7,"MS",NA,NA,NA,NA,NA,NA,"USP0000BDP","US","US","US","Reviewed",6449,"Tsu",14.5,15,7,NA,7,5.8,NA,NA,NA,NA,"RUSSIA","","RUSSIA:  KURIL-JAPAN:  HOKKAIDO",43.024,147.734,50,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"82","10","6","1996","15","24","6/10/1996","15:24:56",51.478,-176.847,"Earthquake",26.3,NA,NA,7.3,"MWC",NA,NA,NA,NA,NA,1,"USP0007JFZ","US","US","HRV","Reviewed",6498,"Tsu",56,24,7.3,7.3,7.1,5.9,NA,NA,NA,NA,"USA","AK","ALASKA:  ANDREANOF ISLANDS",51.478,-176.847,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"83","10","6","1996","4","3","6/10/1996","4:03:35",51.564,-177.632,"Earthquake",33,NA,NA,7.9,"MWC",NA,NA,NA,NA,NA,0.9,"USP0007JCU","US","US","HRV","Reviewed",5440,"Tsu",35.4,33,7.9,7.9,7.6,6.6,NA,NA,NA,6,"USA","AK","ALASKA:  ANDREANOF ISLANDS",51.564,-177.632,150,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"84","10","6","2000","18","23","6/10/2000","18:23:29",23.843,121.225,"Earthquake",33,NA,377,6.4,"MWC",NA,NA,NA,NA,NA,1.03,"USP0009UCQ","US","US","HRV","Reviewed",5564,"",29.3,33,6.4,6.4,6.2,6.2,NA,NA,NA,NA,"TAIWAN","","TAIWAN:  NAN-TOU",23.843,121.225,30,2,1,NA,NA,36,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,36,1,NA,1,NA,NA,NA,NA,0,0
"85","10","6","2012","12","44","6/10/2012","12:44:17",36.42,28.88,"Earthquake",35,NA,529,6,"MWW",NA,NA,40.6,NA,NA,NA,"USP000JMKJ","US","ATH","US","Reviewed",9921,"",16.5,35,6.1,6.1,5.9,5.8,NA,NA,NA,NA,"TURKEY","","TURKEY:  FETHIYE; GREECE:  RHODES",36.42,28.88,140,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,2,NA,NA,NA,NA,6,1,NA,1,NA,NA,NA,2,0,0
"86","10","7","1993","20","40","7/10/1993","20:40:59",9.821,-83.622,"Earthquake",19.5,NA,NA,5.8,"MW",NA,NA,NA,NA,NA,1.3,"USP0005VXF","US","US","HRV","Reviewed",5356,"",58.9,20,5.8,5.8,5.6,5.3,NA,NA,NA,NA,"COSTA RICA","","COSTA RICA:  TURRIALBA, CARTAGO",9.821,-83.622,100,2,1,NA,NA,9,1,NA,1,NA,NA,NA,NA,2,1,NA,NA,9,1,NA,1,NA,NA,NA,NA,0,0
"87","10","7","2003","17","6","7/10/2003","17:06:38",28.355,54.169,"Earthquake",10,NA,475,5.8,"MWC",NA,NA,45.4,NA,NA,0.93,"USP000C251","US","US","HRV","Reviewed",5705,"",37.6,10,5.8,5.8,5.5,5.9,NA,NA,NA,NA,"IRAN","","IRAN:  SOUTHERN: GAJJIABAD",28.355,54.169,140,1,1,NA,NA,25,1,NA,3,3500,4,3500,4,1,1,NA,NA,25,1,NA,3,3500,4,NA,NA,0,0
"88","10","7","2011","0","57","7/10/2011","0:57:11",38.034,143.264,"Earthquake",23,NA,531,7,"MWW",NA,NA,12.4,NA,NA,1.04,"USP000J4GP","US","US","US","Reviewed",9823,"Tsu",10.8,23,7,7,7,6.6,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  E COAST",38.034,143.264,30,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"89","10","7","2015","4","12","7/10/2015","4:12:43",-9.307,158.403,"Earthquake",12,1.7,NA,6.7,"MWW",NA,NA,11,1.529,7.4,1.11,"US20002WHH","US","US","US","Reviewed",10147,"Tsu",42,12,6.7,6.7,NA,NA,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS",-9.303,158.396,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.00399999999999956,0.007000000000005
"90","10","8","1968","2","7","8/10/1968","2:07:06",1.514,126.234,"Earthquake",23,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,NA,"ISCGEM817844","ISCGEM","ISCGEM","ISCGEM","Automatic",4452,"Tsu",4.3,25,7.6,NA,7.6,NA,NA,NA,NA,NA,"INDONESIA","","INDONESIA:  MOLUCCA ISLANDS: MANADO, CELEBES",1.4,126.2,170,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0.114,0.0339999999999918
"91","10","8","1988","4","38","8/10/1988","4:38:26",-10.366,160.819,"Earthquake",34,NA,NA,7.6,"MW",NA,NA,NA,NA,NA,1.5,"USP0003JTM","US","US","HRV","Reviewed",5165,"Tsu",29.2,36,7.6,7.6,7.4,6,NA,NA,NA,NA,"SOLOMON ISLANDS","","SOLOMON ISLANDS:  SAN CRISTOBAL, GUADALCANAL",-10.258,160.896,170,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,NA,NA,NA,NA,NA,1,100,2,NA,NA,-0.108000000000001,-0.0769999999999982
"92","10","8","2009","19","55","8/10/2009","19:55:39",14.099,92.902,"Earthquake",24,NA,303,7.5,"MWC",NA,NA,18.2,NA,NA,1.03,"USP000H05X","US","US","US","Reviewed",8378,"Tsu",35.6,5,7.5,7.5,7.6,6.9,NA,NA,NA,NA,"INDIA","","INDIA:  ANDAMAN I",14.099,92.888,60,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0.0139999999999958
"93","10","8","2009","20","7","8/10/2009","20:07:09",34.743,138.264,"Earthquake",40.4,6,163,6.2,"MWR",NA,NA,30.6,NA,NA,0.94,"USP000H05Y","US","US","NIED","Reviewed",8377,"Tsu",9.1,40,6.4,6.4,NA,6.1,NA,NA,NA,NA,"JAPAN","","JAPAN:  HONSHU:  S COAST",34.743,138.264,30,1,1,NA,NA,123,3,NA,3,NA,NA,5192,4,1,1,NA,NA,123,3,NA,3,NA,NA,5192,4,0,0
